[2025-01-12 10:11:28,588][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 10:11:47,876][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-12 10:12:07,135][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 10:12:26,179][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 10:12:44,966][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-12 10:13:04,019][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 10:13:23,905][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 10:13:43,822][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-12 10:14:04,666][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-12 10:14:25,563][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-12 10:14:46,570][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-12 10:15:07,753][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-12 10:15:28,947][root][INFO] - Epoch 12, EarlyStopper reset counter
[2025-01-12 10:15:50,185][root][INFO] - Epoch 13, EarlyStopper reset counter
[2025-01-12 10:16:11,072][root][INFO] - Epoch 14, EarlyStopper reset counter
[2025-01-12 10:16:32,031][root][INFO] - Epoch 15, EarlyStopper reset counter
[2025-01-12 10:16:53,312][root][INFO] - Epoch 16, EarlyStopper reset counter
[2025-01-12 10:17:14,321][root][INFO] - Epoch 17, EarlyStopper reset counter
[2025-01-12 10:17:35,468][root][INFO] - Epoch 18, EarlyStopper reset counter
[2025-01-12 10:17:56,391][root][INFO] - Epoch 19, EarlyStopper counter: 1/10
[2025-01-12 10:18:17,948][root][INFO] - Epoch 20, EarlyStopper reset counter
[2025-01-12 10:18:39,474][root][INFO] - Epoch 21, EarlyStopper reset counter
[2025-01-12 10:19:01,257][root][INFO] - Epoch 22, EarlyStopper reset counter
[2025-01-12 10:19:23,804][root][INFO] - Epoch 23, EarlyStopper reset counter
[2025-01-12 10:19:47,796][root][INFO] - Epoch 24, EarlyStopper reset counter
[2025-01-12 10:20:12,247][root][INFO] - Epoch 25, EarlyStopper reset counter
[2025-01-12 10:20:36,587][root][INFO] - Epoch 26, EarlyStopper reset counter
[2025-01-12 10:21:00,222][root][INFO] - Epoch 27, EarlyStopper reset counter
[2025-01-12 10:21:24,924][root][INFO] - Epoch 28, EarlyStopper reset counter
[2025-01-12 10:21:50,052][root][INFO] - Epoch 29, EarlyStopper counter: 1/10
[2025-01-12 10:22:14,540][root][INFO] - Epoch 30, EarlyStopper reset counter
[2025-01-12 10:22:39,225][root][INFO] - Epoch 31, EarlyStopper reset counter
[2025-01-12 10:23:04,497][root][INFO] - Epoch 32, EarlyStopper reset counter
[2025-01-12 10:23:30,119][root][INFO] - Epoch 33, EarlyStopper counter: 1/10
[2025-01-12 10:23:55,068][root][INFO] - Epoch 34, EarlyStopper reset counter
[2025-01-12 10:24:19,528][root][INFO] - Epoch 35, EarlyStopper reset counter
[2025-01-12 10:24:44,246][root][INFO] - Epoch 36, EarlyStopper reset counter
[2025-01-12 10:25:09,519][root][INFO] - Epoch 37, EarlyStopper reset counter
[2025-01-12 10:25:34,783][root][INFO] - Epoch 38, EarlyStopper reset counter
[2025-01-12 10:25:59,295][root][INFO] - Epoch 39, EarlyStopper reset counter
[2025-01-12 10:26:24,484][root][INFO] - Epoch 40, EarlyStopper reset counter
[2025-01-12 10:26:49,017][root][INFO] - Epoch 41, EarlyStopper reset counter
[2025-01-12 10:27:14,668][root][INFO] - Epoch 42, EarlyStopper reset counter
[2025-01-12 10:27:38,912][root][INFO] - Epoch 43, EarlyStopper reset counter
[2025-01-12 10:28:04,427][root][INFO] - Epoch 44, EarlyStopper counter: 1/10
[2025-01-12 10:28:29,516][root][INFO] - Epoch 45, EarlyStopper counter: 2/10
[2025-01-12 10:28:54,068][root][INFO] - Epoch 46, EarlyStopper reset counter
[2025-01-12 10:29:19,324][root][INFO] - Epoch 47, EarlyStopper reset counter
[2025-01-12 10:29:45,541][root][INFO] - Epoch 48, EarlyStopper counter: 1/10
[2025-01-12 10:30:11,355][root][INFO] - Epoch 49, EarlyStopper reset counter
[2025-01-12 10:30:36,831][root][INFO] - Epoch 50, EarlyStopper reset counter
[2025-01-12 10:31:01,494][root][INFO] - Epoch 51, EarlyStopper reset counter
[2025-01-12 10:31:26,094][root][INFO] - Epoch 52, EarlyStopper counter: 1/10
[2025-01-12 10:31:51,674][root][INFO] - Epoch 53, EarlyStopper reset counter
[2025-01-12 10:32:17,025][root][INFO] - Epoch 54, EarlyStopper reset counter
[2025-01-12 10:32:47,680][root][INFO] - Epoch 55, EarlyStopper counter: 1/10
[2025-01-12 10:33:18,145][root][INFO] - Epoch 56, EarlyStopper counter: 2/10
[2025-01-12 10:33:46,147][root][INFO] - Epoch 57, EarlyStopper counter: 3/10
[2025-01-12 10:34:13,635][root][INFO] - Epoch 58, EarlyStopper counter: 4/10
[2025-01-12 10:34:38,993][root][INFO] - Epoch 59, EarlyStopper counter: 5/10
[2025-01-12 10:35:05,307][root][INFO] - Epoch 60, EarlyStopper reset counter
[2025-01-12 10:35:30,331][root][INFO] - Epoch 61, EarlyStopper reset counter
[2025-01-12 10:35:55,880][root][INFO] - Epoch 62, EarlyStopper reset counter
[2025-01-12 10:36:21,740][root][INFO] - Epoch 63, EarlyStopper counter: 1/10
[2025-01-12 10:36:47,511][root][INFO] - Epoch 64, EarlyStopper counter: 2/10
[2025-01-12 10:37:21,696][root][INFO] - Epoch 65, EarlyStopper counter: 3/10
[2025-01-12 10:37:55,316][root][INFO] - Epoch 66, EarlyStopper counter: 4/10
[2025-01-12 10:38:23,088][root][INFO] - Epoch 67, EarlyStopper counter: 5/10
[2025-01-12 10:38:50,954][root][INFO] - Epoch 68, EarlyStopper counter: 6/10
[2025-01-12 10:39:19,769][root][INFO] - Epoch 69, EarlyStopper counter: 7/10
[2025-01-12 10:39:52,759][root][INFO] - Epoch 70, EarlyStopper counter: 8/10
[2025-01-12 10:40:25,417][root][INFO] - Epoch 71, EarlyStopper reset counter
[2025-01-12 10:40:59,666][root][INFO] - Epoch 72, EarlyStopper counter: 1/10
[2025-01-12 10:41:33,557][root][INFO] - Epoch 73, EarlyStopper counter: 2/10
[2025-01-12 10:42:08,851][root][INFO] - Epoch 74, EarlyStopper reset counter
[2025-01-12 10:42:41,309][root][INFO] - Epoch 75, EarlyStopper reset counter
[2025-01-12 10:43:09,411][root][INFO] - Epoch 76, EarlyStopper counter: 1/10
[2025-01-12 10:43:37,729][root][INFO] - Epoch 77, EarlyStopper counter: 2/10
[2025-01-12 10:44:05,416][root][INFO] - Epoch 78, EarlyStopper reset counter
[2025-01-12 10:44:33,500][root][INFO] - Epoch 79, EarlyStopper counter: 1/10
[2025-01-12 10:45:02,035][root][INFO] - Epoch 80, EarlyStopper reset counter
[2025-01-12 10:45:29,825][root][INFO] - Epoch 81, EarlyStopper reset counter
[2025-01-12 10:45:57,020][root][INFO] - Epoch 82, EarlyStopper counter: 1/10
[2025-01-12 10:46:24,898][root][INFO] - Epoch 83, EarlyStopper counter: 2/10
[2025-01-12 10:46:52,392][root][INFO] - Epoch 84, EarlyStopper counter: 3/10
[2025-01-12 10:47:19,450][root][INFO] - Epoch 85, EarlyStopper counter: 4/10
[2025-01-12 10:47:48,500][root][INFO] - Epoch 86, EarlyStopper counter: 5/10
[2025-01-12 10:48:16,549][root][INFO] - Epoch 87, EarlyStopper counter: 6/10
[2025-01-12 10:48:43,896][root][INFO] - Epoch 88, EarlyStopper counter: 7/10
[2025-01-12 10:49:11,278][root][INFO] - Epoch 89, EarlyStopper counter: 8/10
[2025-01-12 10:49:39,144][root][INFO] - Epoch 90, EarlyStopper reset counter
[2025-01-12 10:50:04,897][root][INFO] - Epoch 91, EarlyStopper counter: 1/10
[2025-01-12 10:50:29,551][root][INFO] - Epoch 92, EarlyStopper counter: 2/10
[2025-01-12 10:50:54,636][root][INFO] - Epoch 93, EarlyStopper counter: 3/10
[2025-01-12 10:51:19,433][root][INFO] - Epoch 94, EarlyStopper counter: 4/10
[2025-01-12 10:51:45,313][root][INFO] - Epoch 95, EarlyStopper counter: 5/10
[2025-01-12 10:52:10,187][root][INFO] - Epoch 96, EarlyStopper counter: 6/10
[2025-01-12 10:52:34,912][root][INFO] - Epoch 97, EarlyStopper counter: 7/10
[2025-01-12 10:52:59,680][root][INFO] - Epoch 98, EarlyStopper counter: 8/10
[2025-01-12 10:53:24,550][root][INFO] - Epoch 99, EarlyStopper counter: 9/10
[2025-01-12 10:53:50,258][root][INFO] - Epoch 100, EarlyStopper counter: 10/10
