[2025-01-12 10:14:05,236][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 10:14:29,358][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-12 10:14:52,817][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 10:15:16,496][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 10:15:39,850][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-12 10:16:03,374][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 10:16:26,596][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 10:16:50,513][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-12 10:17:13,932][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-12 10:17:37,139][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-12 10:18:00,201][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-12 10:18:23,572][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-12 10:18:47,696][root][INFO] - Epoch 12, EarlyStopper reset counter
[2025-01-12 10:19:12,043][root][INFO] - Epoch 13, EarlyStopper reset counter
[2025-01-12 10:19:37,285][root][INFO] - Epoch 14, EarlyStopper reset counter
[2025-01-12 10:20:03,938][root][INFO] - Epoch 15, EarlyStopper reset counter
[2025-01-12 10:20:31,260][root][INFO] - Epoch 16, EarlyStopper reset counter
[2025-01-12 10:20:58,763][root][INFO] - Epoch 17, EarlyStopper reset counter
[2025-01-12 10:21:25,758][root][INFO] - Epoch 18, EarlyStopper counter: 1/10
[2025-01-12 10:21:52,656][root][INFO] - Epoch 19, EarlyStopper reset counter
[2025-01-12 10:22:20,239][root][INFO] - Epoch 20, EarlyStopper reset counter
[2025-01-12 10:22:49,855][root][INFO] - Epoch 21, EarlyStopper reset counter
[2025-01-12 10:23:17,460][root][INFO] - Epoch 22, EarlyStopper reset counter
[2025-01-12 10:23:45,115][root][INFO] - Epoch 23, EarlyStopper counter: 1/10
[2025-01-12 10:24:13,412][root][INFO] - Epoch 24, EarlyStopper reset counter
[2025-01-12 10:24:42,262][root][INFO] - Epoch 25, EarlyStopper reset counter
[2025-01-12 10:25:09,941][root][INFO] - Epoch 26, EarlyStopper reset counter
[2025-01-12 10:25:37,498][root][INFO] - Epoch 27, EarlyStopper counter: 1/10
[2025-01-12 10:26:05,211][root][INFO] - Epoch 28, EarlyStopper counter: 2/10
[2025-01-12 10:26:32,991][root][INFO] - Epoch 29, EarlyStopper counter: 3/10
[2025-01-12 10:27:01,281][root][INFO] - Epoch 30, EarlyStopper counter: 4/10
[2025-01-12 10:27:29,095][root][INFO] - Epoch 31, EarlyStopper reset counter
[2025-01-12 10:27:57,135][root][INFO] - Epoch 32, EarlyStopper counter: 1/10
[2025-01-12 10:28:25,195][root][INFO] - Epoch 33, EarlyStopper counter: 2/10
[2025-01-12 10:28:52,840][root][INFO] - Epoch 34, EarlyStopper reset counter
[2025-01-12 10:29:20,554][root][INFO] - Epoch 35, EarlyStopper counter: 1/10
[2025-01-12 10:29:49,164][root][INFO] - Epoch 36, EarlyStopper counter: 2/10
[2025-01-12 10:30:17,488][root][INFO] - Epoch 37, EarlyStopper counter: 3/10
[2025-01-12 10:30:46,597][root][INFO] - Epoch 38, EarlyStopper counter: 4/10
[2025-01-12 10:31:14,231][root][INFO] - Epoch 39, EarlyStopper counter: 5/10
[2025-01-12 10:31:42,555][root][INFO] - Epoch 40, EarlyStopper counter: 6/10
[2025-01-12 10:32:11,053][root][INFO] - Epoch 41, EarlyStopper reset counter
[2025-01-12 10:32:43,053][root][INFO] - Epoch 42, EarlyStopper counter: 1/10
[2025-01-12 10:33:16,231][root][INFO] - Epoch 43, EarlyStopper counter: 2/10
[2025-01-12 10:33:46,670][root][INFO] - Epoch 44, EarlyStopper counter: 3/10
[2025-01-12 10:34:17,203][root][INFO] - Epoch 45, EarlyStopper counter: 4/10
[2025-01-12 10:34:46,137][root][INFO] - Epoch 46, EarlyStopper counter: 5/10
[2025-01-12 10:35:15,654][root][INFO] - Epoch 47, EarlyStopper counter: 6/10
[2025-01-12 10:35:44,143][root][INFO] - Epoch 48, EarlyStopper counter: 7/10
[2025-01-12 10:36:12,460][root][INFO] - Epoch 49, EarlyStopper counter: 8/10
[2025-01-12 10:36:40,913][root][INFO] - Epoch 50, EarlyStopper counter: 9/10
[2025-01-12 10:37:16,101][root][INFO] - Epoch 51, EarlyStopper counter: 10/10
