[2025-01-12 01:56:19,659][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 01:56:47,174][root][INFO] - Epoch 1, EarlyStopper counter: 1/10
[2025-01-12 01:57:13,864][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 01:57:41,355][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 01:58:08,556][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-12 01:58:36,594][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 01:59:10,428][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 01:59:46,011][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-12 02:00:20,733][root][INFO] - Epoch 8, EarlyStopper counter: 1/10
[2025-01-12 02:00:56,948][root][INFO] - Epoch 9, EarlyStopper counter: 2/10
[2025-01-12 02:01:32,069][root][INFO] - Epoch 10, EarlyStopper counter: 3/10
[2025-01-12 02:02:06,283][root][INFO] - Epoch 11, EarlyStopper counter: 4/10
[2025-01-12 02:02:41,834][root][INFO] - Epoch 12, EarlyStopper counter: 5/10
[2025-01-12 02:03:20,355][root][INFO] - Epoch 13, EarlyStopper counter: 6/10
[2025-01-12 02:03:59,563][root][INFO] - Epoch 14, EarlyStopper counter: 7/10
[2025-01-12 02:04:41,521][root][INFO] - Epoch 15, EarlyStopper counter: 8/10
[2025-01-12 02:05:34,676][root][INFO] - Epoch 16, EarlyStopper reset counter
[2025-01-12 02:06:18,373][root][INFO] - Epoch 17, EarlyStopper counter: 1/10
[2025-01-12 02:07:05,261][root][INFO] - Epoch 18, EarlyStopper reset counter
[2025-01-12 02:07:58,711][root][INFO] - Epoch 19, EarlyStopper counter: 1/10
[2025-01-12 02:08:50,756][root][INFO] - Epoch 20, EarlyStopper counter: 2/10
[2025-01-12 02:09:37,983][root][INFO] - Epoch 21, EarlyStopper counter: 3/10
[2025-01-12 02:10:24,258][root][INFO] - Epoch 22, EarlyStopper counter: 4/10
[2025-01-12 02:11:14,445][root][INFO] - Epoch 23, EarlyStopper reset counter
