[2025-01-13 11:17:28,929][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-13 11:17:29,360][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-13 11:17:44,784][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-13 11:17:45,425][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-13 11:17:59,899][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-13 11:18:00,565][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-13 11:18:16,162][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-13 11:18:17,068][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-13 11:18:30,192][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-13 11:18:31,819][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-13 11:18:48,137][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-13 11:18:48,313][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-13 11:19:01,858][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-13 11:19:03,572][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-13 11:19:19,497][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-13 11:19:20,046][root][INFO] - Epoch 3, EarlyStopper counter: 1/10
[2025-01-13 11:19:32,869][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-13 11:19:34,959][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-13 11:19:49,927][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-13 11:19:51,351][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-13 11:20:03,822][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-13 11:20:06,268][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-13 11:20:21,480][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-13 11:20:24,040][root][INFO] - Epoch 5, EarlyStopper reset counter
