[2025-01-12 02:03:14,172][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 02:08:28,864][root][INFO] - Epoch 1, EarlyStopper counter: 1/10
[2025-01-12 02:14:25,002][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 02:19:54,637][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 02:25:00,935][root][INFO] - Epoch 4, EarlyStopper counter: 1/10
[2025-01-12 02:29:27,955][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 02:33:19,644][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 02:36:26,275][root][INFO] - Epoch 7, EarlyStopper counter: 1/10
[2025-01-12 02:39:28,183][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-12 02:42:26,878][root][INFO] - Epoch 9, EarlyStopper counter: 1/10
[2025-01-12 02:45:11,756][root][INFO] - Epoch 10, EarlyStopper counter: 2/10
[2025-01-12 02:47:20,192][root][INFO] - Epoch 11, EarlyStopper counter: 3/10
[2025-01-12 02:49:25,157][root][INFO] - Epoch 12, EarlyStopper counter: 4/10
[2025-01-12 02:51:16,426][root][INFO] - Epoch 13, EarlyStopper counter: 5/10
[2025-01-12 02:53:04,153][root][INFO] - Epoch 14, EarlyStopper counter: 6/10
[2025-01-12 02:54:54,103][root][INFO] - Epoch 15, EarlyStopper counter: 7/10
[2025-01-12 02:56:40,988][root][INFO] - Epoch 16, EarlyStopper counter: 8/10
[2025-01-12 02:58:19,371][root][INFO] - Epoch 17, EarlyStopper counter: 9/10
[2025-01-12 02:59:34,546][root][INFO] - Epoch 18, EarlyStopper counter: 10/10
