[2025-01-12 23:08:12,309][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 23:08:43,153][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-12 23:08:43,379][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 23:08:45,544][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 23:08:46,340][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 23:08:46,691][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 23:08:46,743][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 23:09:13,310][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-12 23:09:14,275][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 23:09:17,250][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-12 23:09:18,215][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-12 23:09:18,322][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-12 23:09:19,114][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-12 23:09:42,519][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 23:09:45,249][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 23:09:47,896][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 23:09:49,397][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 23:09:50,118][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 23:09:51,147][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 23:10:11,637][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 23:10:15,650][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-12 23:10:19,173][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 23:10:21,190][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 23:10:21,584][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 23:10:23,333][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 23:10:42,649][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-12 23:10:50,337][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 23:10:53,993][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-12 23:10:57,277][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-12 23:10:57,932][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-12 23:10:59,929][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-12 23:11:20,895][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 23:11:29,785][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 23:11:33,456][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 23:11:37,406][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 23:11:39,199][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 23:11:42,610][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 23:11:59,322][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 23:12:11,397][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-12 23:12:13,623][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 23:12:18,416][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 23:12:19,898][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 23:12:25,237][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 23:12:36,400][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-12 23:12:49,523][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-12 23:12:51,700][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-12 23:12:56,784][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-12 23:12:58,574][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-12 23:13:04,006][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-12 23:13:11,857][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-12 23:13:26,238][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-12 23:13:27,733][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-12 23:13:34,048][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-12 23:13:36,460][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-12 23:13:42,030][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-12 23:13:47,066][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-12 23:14:02,549][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-12 23:14:03,436][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-12 23:14:11,529][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-12 23:14:14,835][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-12 23:14:20,873][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-12 23:14:23,052][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-12 23:14:37,796][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-12 23:14:39,112][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-12 23:14:48,693][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-12 23:14:51,617][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-12 23:14:57,148][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-12 23:14:57,853][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-12 23:15:12,132][root][INFO] - Epoch 12, EarlyStopper reset counter
[2025-01-12 23:15:13,267][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-12 23:15:24,009][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-12 23:15:27,366][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-12 23:15:30,227][root][INFO] - Epoch 12, EarlyStopper reset counter
[2025-01-12 23:15:34,129][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-12 23:15:45,604][root][INFO] - Epoch 13, EarlyStopper reset counter
[2025-01-12 23:15:47,120][root][INFO] - Epoch 12, EarlyStopper reset counter
