[2025-01-12 10:37:47,241][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 10:37:54,619][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 10:38:09,748][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 10:38:10,158][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 10:38:14,688][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 10:38:19,507][root][INFO] - Epoch 1, EarlyStopper counter: 1/10
[2025-01-12 10:38:28,344][root][INFO] - Epoch 1, EarlyStopper counter: 1/10
[2025-01-12 10:38:31,118][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 10:38:40,716][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-12 10:38:49,828][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-12 10:38:50,935][root][INFO] - Epoch 2, EarlyStopper counter: 2/10
[2025-01-12 10:38:58,919][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-12 10:38:59,817][root][INFO] - Epoch 2, EarlyStopper counter: 2/10
[2025-01-12 10:39:12,936][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 10:39:17,665][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-12 10:39:19,505][root][INFO] - Epoch 3, EarlyStopper counter: 3/10
[2025-01-12 10:39:27,837][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 10:39:28,717][root][INFO] - Epoch 3, EarlyStopper counter: 3/10
[2025-01-12 10:39:39,481][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 10:39:46,245][root][INFO] - Epoch 4, EarlyStopper counter: 4/10
[2025-01-12 10:39:48,445][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 10:39:54,830][root][INFO] - Epoch 4, EarlyStopper counter: 4/10
[2025-01-12 10:39:55,241][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 10:39:59,922][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 10:40:12,545][root][INFO] - Epoch 5, EarlyStopper counter: 5/10
[2025-01-12 10:40:15,837][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 10:40:21,121][root][INFO] - Epoch 5, EarlyStopper counter: 5/10
[2025-01-12 10:40:24,444][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-12 10:40:31,575][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 10:40:34,562][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-12 10:40:40,553][root][INFO] - Epoch 6, EarlyStopper counter: 6/10
[2025-01-12 10:40:45,928][root][INFO] - Epoch 6, EarlyStopper counter: 6/10
[2025-01-12 10:40:47,727][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-12 10:41:02,013][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 10:41:06,010][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-12 10:41:06,068][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 10:41:09,601][root][INFO] - Epoch 7, EarlyStopper counter: 7/10
[2025-01-12 10:41:09,976][root][INFO] - Epoch 7, EarlyStopper counter: 7/10
[2025-01-12 10:41:20,627][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 10:41:34,727][root][INFO] - Epoch 8, EarlyStopper counter: 8/10
[2025-01-12 10:41:37,348][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 10:41:38,604][root][INFO] - Epoch 8, EarlyStopper counter: 8/10
[2025-01-12 10:41:38,981][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 10:41:39,131][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 10:41:52,459][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 10:41:59,631][root][INFO] - Epoch 9, EarlyStopper counter: 9/10
[2025-01-12 10:42:07,035][root][INFO] - Epoch 9, EarlyStopper counter: 9/10
[2025-01-12 10:42:07,856][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-12 10:42:11,231][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 10:42:18,904][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-12 10:42:23,820][root][INFO] - Epoch 10, EarlyStopper counter: 10/10
[2025-01-12 10:42:24,588][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-12 10:42:34,107][root][INFO] - Epoch 10, EarlyStopper counter: 10/10
[2025-01-12 10:42:34,923][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-12 10:42:41,051][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-12 10:42:51,547][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-12 10:42:52,693][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-12 10:43:01,364][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-12 10:43:08,775][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-12 10:43:19,778][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-12 10:43:23,381][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-12 10:43:26,911][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-12 10:43:37,547][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-12 10:43:47,694][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-12 10:43:52,964][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-12 10:43:54,689][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-12 10:44:06,871][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-12 10:44:15,624][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-12 10:44:18,070][root][INFO] - Epoch 12, EarlyStopper reset counter
[2025-01-12 10:44:26,002][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-12 10:44:35,718][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-12 10:44:43,543][root][INFO] - Epoch 13, EarlyStopper reset counter
[2025-01-12 10:44:43,638][root][INFO] - Epoch 12, EarlyStopper reset counter
[2025-01-12 10:44:57,156][root][INFO] - Epoch 12, EarlyStopper reset counter
[2025-01-12 10:45:05,155][root][INFO] - Epoch 12, EarlyStopper reset counter
[2025-01-12 10:45:10,011][root][INFO] - Epoch 14, EarlyStopper reset counter
[2025-01-12 10:45:11,829][root][INFO] - Epoch 13, EarlyStopper reset counter
[2025-01-12 10:45:28,602][root][INFO] - Epoch 13, EarlyStopper reset counter
[2025-01-12 10:45:34,176][root][INFO] - Epoch 13, EarlyStopper reset counter
[2025-01-12 10:45:36,045][root][INFO] - Epoch 15, EarlyStopper reset counter
[2025-01-12 10:45:39,941][root][INFO] - Epoch 14, EarlyStopper reset counter
[2025-01-12 10:45:58,372][root][INFO] - Epoch 14, EarlyStopper reset counter
[2025-01-12 10:46:01,295][root][INFO] - Epoch 16, EarlyStopper reset counter
[2025-01-12 10:46:01,937][root][INFO] - Epoch 14, EarlyStopper reset counter
[2025-01-12 10:46:06,913][root][INFO] - Epoch 15, EarlyStopper reset counter
[2025-01-12 10:46:25,893][root][INFO] - Epoch 17, EarlyStopper reset counter
[2025-01-12 10:46:28,616][root][INFO] - Epoch 15, EarlyStopper reset counter
[2025-01-12 10:46:29,498][root][INFO] - Epoch 15, EarlyStopper reset counter
[2025-01-12 10:46:34,724][root][INFO] - Epoch 16, EarlyStopper reset counter
[2025-01-12 10:46:51,552][root][INFO] - Epoch 18, EarlyStopper reset counter
[2025-01-12 10:46:59,362][root][INFO] - Epoch 16, EarlyStopper reset counter
[2025-01-12 10:47:00,418][root][INFO] - Epoch 16, EarlyStopper reset counter
[2025-01-12 10:47:02,994][root][INFO] - Epoch 17, EarlyStopper reset counter
[2025-01-12 10:47:17,144][root][INFO] - Epoch 19, EarlyStopper reset counter
[2025-01-12 10:47:27,370][root][INFO] - Epoch 17, EarlyStopper counter: 1/10
[2025-01-12 10:47:30,101][root][INFO] - Epoch 18, EarlyStopper counter: 1/10
[2025-01-12 10:47:30,280][root][INFO] - Epoch 17, EarlyStopper counter: 1/10
[2025-01-12 10:47:42,430][root][INFO] - Epoch 20, EarlyStopper reset counter
[2025-01-12 10:47:56,798][root][INFO] - Epoch 18, EarlyStopper counter: 2/10
[2025-01-12 10:47:57,829][root][INFO] - Epoch 19, EarlyStopper reset counter
[2025-01-12 10:48:01,161][root][INFO] - Epoch 18, EarlyStopper counter: 2/10
[2025-01-12 10:48:08,110][root][INFO] - Epoch 21, EarlyStopper reset counter
[2025-01-12 10:48:25,287][root][INFO] - Epoch 19, EarlyStopper reset counter
[2025-01-12 10:48:25,945][root][INFO] - Epoch 20, EarlyStopper counter: 1/10
[2025-01-12 10:48:31,081][root][INFO] - Epoch 19, EarlyStopper counter: 3/10
[2025-01-12 10:48:33,400][root][INFO] - Epoch 22, EarlyStopper reset counter
[2025-01-12 10:48:53,209][root][INFO] - Epoch 20, EarlyStopper counter: 1/10
[2025-01-12 10:48:53,416][root][INFO] - Epoch 21, EarlyStopper reset counter
[2025-01-12 10:48:57,903][root][INFO] - Epoch 23, EarlyStopper reset counter
[2025-01-12 10:49:00,827][root][INFO] - Epoch 20, EarlyStopper reset counter
[2025-01-12 10:49:21,788][root][INFO] - Epoch 21, EarlyStopper reset counter
[2025-01-12 10:49:22,648][root][INFO] - Epoch 22, EarlyStopper counter: 1/10
[2025-01-12 10:49:23,451][root][INFO] - Epoch 24, EarlyStopper reset counter
[2025-01-12 10:49:31,419][root][INFO] - Epoch 21, EarlyStopper reset counter
[2025-01-12 10:49:48,758][root][INFO] - Epoch 25, EarlyStopper reset counter
[2025-01-12 10:49:50,041][root][INFO] - Epoch 22, EarlyStopper reset counter
[2025-01-12 10:49:50,441][root][INFO] - Epoch 23, EarlyStopper counter: 2/10
[2025-01-12 10:50:00,908][root][INFO] - Epoch 22, EarlyStopper counter: 1/10
[2025-01-12 10:50:13,391][root][INFO] - Epoch 26, EarlyStopper reset counter
[2025-01-12 10:50:17,853][root][INFO] - Epoch 24, EarlyStopper counter: 3/10
[2025-01-12 10:50:17,984][root][INFO] - Epoch 23, EarlyStopper counter: 1/10
[2025-01-12 10:50:28,347][root][INFO] - Epoch 23, EarlyStopper reset counter
[2025-01-12 10:50:38,314][root][INFO] - Epoch 27, EarlyStopper reset counter
[2025-01-12 10:50:44,797][root][INFO] - Epoch 25, EarlyStopper reset counter
[2025-01-12 10:50:45,531][root][INFO] - Epoch 24, EarlyStopper counter: 2/10
[2025-01-12 10:50:55,934][root][INFO] - Epoch 24, EarlyStopper counter: 1/10
[2025-01-12 10:51:03,043][root][INFO] - Epoch 28, EarlyStopper reset counter
[2025-01-12 10:51:11,481][root][INFO] - Epoch 26, EarlyStopper counter: 1/10
[2025-01-12 10:51:13,658][root][INFO] - Epoch 25, EarlyStopper reset counter
[2025-01-12 10:51:22,912][root][INFO] - Epoch 25, EarlyStopper reset counter
[2025-01-12 10:51:27,528][root][INFO] - Epoch 29, EarlyStopper reset counter
[2025-01-12 10:51:38,188][root][INFO] - Epoch 27, EarlyStopper counter: 2/10
[2025-01-12 10:51:40,558][root][INFO] - Epoch 26, EarlyStopper reset counter
[2025-01-12 10:51:50,197][root][INFO] - Epoch 26, EarlyStopper reset counter
[2025-01-12 10:51:52,060][root][INFO] - Epoch 30, EarlyStopper reset counter
[2025-01-12 10:52:05,498][root][INFO] - Epoch 28, EarlyStopper counter: 3/10
[2025-01-12 10:52:08,295][root][INFO] - Epoch 27, EarlyStopper counter: 1/10
[2025-01-12 10:52:16,336][root][INFO] - Epoch 31, EarlyStopper reset counter
[2025-01-12 10:52:17,684][root][INFO] - Epoch 27, EarlyStopper reset counter
[2025-01-12 10:52:32,542][root][INFO] - Epoch 29, EarlyStopper reset counter
[2025-01-12 10:52:36,105][root][INFO] - Epoch 28, EarlyStopper counter: 2/10
[2025-01-12 10:52:41,165][root][INFO] - Epoch 32, EarlyStopper reset counter
[2025-01-12 10:52:45,515][root][INFO] - Epoch 28, EarlyStopper reset counter
[2025-01-12 10:52:59,770][root][INFO] - Epoch 30, EarlyStopper counter: 1/10
[2025-01-12 10:53:03,630][root][INFO] - Epoch 29, EarlyStopper counter: 3/10
[2025-01-12 10:53:06,573][root][INFO] - Epoch 33, EarlyStopper reset counter
[2025-01-12 10:53:12,769][root][INFO] - Epoch 29, EarlyStopper counter: 1/10
[2025-01-12 10:53:25,982][root][INFO] - Epoch 31, EarlyStopper reset counter
[2025-01-12 10:53:30,625][root][INFO] - Epoch 34, EarlyStopper reset counter
