[2025-01-13 10:14:00,724][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-13 10:14:01,251][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-13 10:14:25,981][root][INFO] - Epoch 1, EarlyStopper counter: 1/10
[2025-01-13 10:14:27,934][root][INFO] - Epoch 1, EarlyStopper counter: 1/10
[2025-01-13 10:14:34,354][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-13 10:14:38,254][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-13 10:14:54,354][root][INFO] - Epoch 2, EarlyStopper counter: 2/10
[2025-01-13 10:14:55,807][root][INFO] - Epoch 2, EarlyStopper counter: 2/10
[2025-01-13 10:15:10,764][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-13 10:15:17,892][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-13 10:15:22,569][root][INFO] - Epoch 3, EarlyStopper counter: 3/10
[2025-01-13 10:15:25,049][root][INFO] - Epoch 3, EarlyStopper counter: 3/10
[2025-01-13 10:15:47,961][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-13 10:15:52,985][root][INFO] - Epoch 4, EarlyStopper counter: 4/10
[2025-01-13 10:15:55,366][root][INFO] - Epoch 4, EarlyStopper counter: 4/10
[2025-01-13 10:16:00,896][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-13 10:16:22,968][root][INFO] - Epoch 5, EarlyStopper counter: 5/10
[2025-01-13 10:16:26,022][root][INFO] - Epoch 5, EarlyStopper counter: 5/10
[2025-01-13 10:16:26,486][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-13 10:16:42,239][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-13 10:16:52,733][root][INFO] - Epoch 6, EarlyStopper counter: 6/10
[2025-01-13 10:16:55,942][root][INFO] - Epoch 6, EarlyStopper counter: 6/10
[2025-01-13 10:17:03,358][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-13 10:17:22,974][root][INFO] - Epoch 7, EarlyStopper counter: 7/10
[2025-01-13 10:17:23,534][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-13 10:17:25,976][root][INFO] - Epoch 7, EarlyStopper counter: 7/10
[2025-01-13 10:17:41,654][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-13 10:17:52,798][root][INFO] - Epoch 8, EarlyStopper counter: 8/10
[2025-01-13 10:17:55,953][root][INFO] - Epoch 8, EarlyStopper counter: 8/10
[2025-01-13 10:18:05,915][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-13 10:18:19,776][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-13 10:18:22,069][root][INFO] - Epoch 9, EarlyStopper counter: 9/10
[2025-01-13 10:18:25,416][root][INFO] - Epoch 9, EarlyStopper counter: 9/10
[2025-01-13 10:18:47,592][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-13 10:18:50,635][root][INFO] - Epoch 10, EarlyStopper counter: 10/10
[2025-01-13 10:18:53,895][root][INFO] - Epoch 10, EarlyStopper counter: 10/10
[2025-01-13 10:18:55,494][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-13 10:19:20,389][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-13 10:19:25,010][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-13 10:19:49,119][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-13 10:19:52,326][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-13 10:20:18,076][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-13 10:20:20,104][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-13 10:20:47,978][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-13 10:20:48,253][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-13 10:21:13,945][root][INFO] - Epoch 12, EarlyStopper reset counter
[2025-01-13 10:21:17,351][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-13 10:21:40,433][root][INFO] - Epoch 13, EarlyStopper reset counter
[2025-01-13 10:21:46,829][root][INFO] - Epoch 12, EarlyStopper reset counter
[2025-01-13 10:22:07,387][root][INFO] - Epoch 14, EarlyStopper reset counter
[2025-01-13 10:22:15,729][root][INFO] - Epoch 13, EarlyStopper reset counter
[2025-01-13 10:22:35,177][root][INFO] - Epoch 15, EarlyStopper reset counter
[2025-01-13 10:22:45,045][root][INFO] - Epoch 14, EarlyStopper reset counter
[2025-01-13 10:23:02,100][root][INFO] - Epoch 16, EarlyStopper reset counter
[2025-01-13 10:23:13,501][root][INFO] - Epoch 15, EarlyStopper reset counter
[2025-01-13 10:23:27,611][root][INFO] - Epoch 17, EarlyStopper reset counter
[2025-01-13 10:23:43,801][root][INFO] - Epoch 16, EarlyStopper reset counter
[2025-01-13 10:23:54,532][root][INFO] - Epoch 18, EarlyStopper reset counter
