[2025-01-12 10:19:52,905][root][INFO] - Epoch 0, EarlyStopper reset counter
[2025-01-12 10:20:20,088][root][INFO] - Epoch 1, EarlyStopper reset counter
[2025-01-12 10:20:47,776][root][INFO] - Epoch 2, EarlyStopper reset counter
[2025-01-12 10:21:14,944][root][INFO] - Epoch 3, EarlyStopper reset counter
[2025-01-12 10:21:41,559][root][INFO] - Epoch 4, EarlyStopper reset counter
[2025-01-12 10:22:08,514][root][INFO] - Epoch 5, EarlyStopper reset counter
[2025-01-12 10:22:36,218][root][INFO] - Epoch 6, EarlyStopper reset counter
[2025-01-12 10:23:04,065][root][INFO] - Epoch 7, EarlyStopper reset counter
[2025-01-12 10:23:31,035][root][INFO] - Epoch 8, EarlyStopper reset counter
[2025-01-12 10:23:58,569][root][INFO] - Epoch 9, EarlyStopper reset counter
[2025-01-12 10:24:26,277][root][INFO] - Epoch 10, EarlyStopper reset counter
[2025-01-12 10:24:53,836][root][INFO] - Epoch 11, EarlyStopper reset counter
[2025-01-12 10:25:21,769][root][INFO] - Epoch 12, EarlyStopper reset counter
[2025-01-12 10:25:49,566][root][INFO] - Epoch 13, EarlyStopper reset counter
[2025-01-12 10:26:17,643][root][INFO] - Epoch 14, EarlyStopper reset counter
[2025-01-12 10:26:44,392][root][INFO] - Epoch 15, EarlyStopper counter: 1/10
[2025-01-12 10:27:12,541][root][INFO] - Epoch 16, EarlyStopper reset counter
[2025-01-12 10:27:39,990][root][INFO] - Epoch 17, EarlyStopper reset counter
[2025-01-12 10:28:08,571][root][INFO] - Epoch 18, EarlyStopper reset counter
[2025-01-12 10:28:35,222][root][INFO] - Epoch 19, EarlyStopper counter: 1/10
[2025-01-12 10:29:02,557][root][INFO] - Epoch 20, EarlyStopper counter: 2/10
[2025-01-12 10:29:30,440][root][INFO] - Epoch 21, EarlyStopper reset counter
[2025-01-12 10:29:58,280][root][INFO] - Epoch 22, EarlyStopper reset counter
[2025-01-12 10:30:26,290][root][INFO] - Epoch 23, EarlyStopper counter: 1/10
[2025-01-12 10:30:54,597][root][INFO] - Epoch 24, EarlyStopper reset counter
[2025-01-12 10:31:22,598][root][INFO] - Epoch 25, EarlyStopper reset counter
[2025-01-12 10:31:51,288][root][INFO] - Epoch 26, EarlyStopper reset counter
[2025-01-12 10:32:19,903][root][INFO] - Epoch 27, EarlyStopper reset counter
[2025-01-12 10:32:53,328][root][INFO] - Epoch 28, EarlyStopper counter: 1/10
[2025-01-12 10:33:27,323][root][INFO] - Epoch 29, EarlyStopper counter: 2/10
[2025-01-12 10:33:57,869][root][INFO] - Epoch 30, EarlyStopper counter: 3/10
[2025-01-12 10:34:26,811][root][INFO] - Epoch 31, EarlyStopper counter: 4/10
[2025-01-12 10:34:55,551][root][INFO] - Epoch 32, EarlyStopper counter: 5/10
[2025-01-12 10:35:25,221][root][INFO] - Epoch 33, EarlyStopper reset counter
[2025-01-12 10:35:54,198][root][INFO] - Epoch 34, EarlyStopper counter: 1/10
[2025-01-12 10:36:22,087][root][INFO] - Epoch 35, EarlyStopper reset counter
[2025-01-12 10:36:50,699][root][INFO] - Epoch 36, EarlyStopper counter: 1/10
[2025-01-12 10:37:26,874][root][INFO] - Epoch 37, EarlyStopper reset counter
[2025-01-12 10:38:03,282][root][INFO] - Epoch 38, EarlyStopper reset counter
[2025-01-12 10:38:34,128][root][INFO] - Epoch 39, EarlyStopper counter: 1/10
[2025-01-12 10:39:04,794][root][INFO] - Epoch 40, EarlyStopper counter: 2/10
[2025-01-12 10:39:38,889][root][INFO] - Epoch 41, EarlyStopper counter: 3/10
[2025-01-12 10:40:14,190][root][INFO] - Epoch 42, EarlyStopper counter: 4/10
[2025-01-12 10:40:51,213][root][INFO] - Epoch 43, EarlyStopper counter: 5/10
[2025-01-12 10:41:29,311][root][INFO] - Epoch 44, EarlyStopper counter: 6/10
[2025-01-12 10:42:06,985][root][INFO] - Epoch 45, EarlyStopper reset counter
[2025-01-12 10:42:42,485][root][INFO] - Epoch 46, EarlyStopper reset counter
[2025-01-12 10:43:13,228][root][INFO] - Epoch 47, EarlyStopper reset counter
[2025-01-12 10:43:43,094][root][INFO] - Epoch 48, EarlyStopper reset counter
[2025-01-12 10:44:13,329][root][INFO] - Epoch 49, EarlyStopper counter: 1/10
[2025-01-12 10:44:44,225][root][INFO] - Epoch 50, EarlyStopper reset counter
[2025-01-12 10:45:15,920][root][INFO] - Epoch 51, EarlyStopper counter: 1/10
[2025-01-12 10:45:46,264][root][INFO] - Epoch 52, EarlyStopper counter: 2/10
[2025-01-12 10:46:15,979][root][INFO] - Epoch 53, EarlyStopper counter: 3/10
[2025-01-12 10:46:45,658][root][INFO] - Epoch 54, EarlyStopper counter: 4/10
[2025-01-12 10:47:15,958][root][INFO] - Epoch 55, EarlyStopper counter: 5/10
[2025-01-12 10:47:46,101][root][INFO] - Epoch 56, EarlyStopper counter: 6/10
[2025-01-12 10:48:17,238][root][INFO] - Epoch 57, EarlyStopper counter: 7/10
[2025-01-12 10:48:47,082][root][INFO] - Epoch 58, EarlyStopper counter: 8/10
[2025-01-12 10:49:17,789][root][INFO] - Epoch 59, EarlyStopper counter: 9/10
[2025-01-12 10:49:48,888][root][INFO] - Epoch 60, EarlyStopper counter: 10/10
